"Chr1";"Chr2";"Chr3";"Chr4";"Chr5";"Chr6";"Chr7";"Chr8";"Chr9";"Chr10";"Chr11";"Chr12";"Chr13";"Chr14";"Chr15";"Chr16";"Chr17";"Chr18";"Chr19";"Chr20";"Chr21";"Chr22"
0,00567468023008015;0,00673336122554399;0,00620251382190909;0,00497448730456343;0,00656221394400476;0,00579247582830567;0,00717671532155233;0,00574938008312113;0,00679896846208813;0,0070850878714814;NA;0,00510767572343275;0,00718078160626943;0,00530008299960859;0,00578378440270799;0,00796323617077113;0,00633699502046943;0,00498804680127079;0,00882705583958743;0,00684253240786054;0,00404418274518421;0,00655671539434899
0,00632025543541482;0,00745526064057288;0,00732668366637381;0,00571132701719812;0,00723616853265618;0,00640755049904789;0,00831415277560555;0,00669809815520676;0,00782822962959856;0,00822795776835552;0,00510869306051921;NA;0,00787597746991658;0,00577876436182482;0,00736351235411818;0,00868389672544365;0,00816506912244888;0,0055695030118953;0,00967071323528754;0,00727373370177953;0,00529298276831451;0,00811212528369293
0,00781772045846001;0,00708084271002094;0,00628231207252407;0,00692229860130664;0,00776702799128721;0,00684985145352895;0,00689306004416264;0,00734911023646988;0,00686240008806365;0,00548582937316133;0,00722411707075713;0,00795632496955761;NA;0,00577049057091159;0,00790441648703392;0,00867779349206495;0,00613370500473046;0,00684788832528134;0,010309628543765;0,00736635775995652;0,00723539566228193;0,00700266431731882
0,00634452779395387;0,00625884526171595;0,0058296134509738;0,00560855420780408;0,00747935951709716;0,00643479377675794;0,00744236572857143;0,00525121113923069;0,00738487394429555;0,00581482435794708;0,00529000747329153;0,00578057333234737;0,0057224268791388;NA;0,0063254771462608;0,00692081941853033;0,00608499669975856;0,00568026893752252;0,00967308562500807;0,00610523053955154;0,00514814816749888;0,00710221665221944
0,00697980323992026;0,00863883039798578;0,00851128700509288;0,00701228929272789;0,00677114107595619;0,00659647408424183;0,00676912138519472;0,00744051339125911;0,00638619103243793;0,00655747772473856;0,00580616242336376;0,00741920386480345;0,00781515261963021;0,00636080216982208;NA;0,00631539340494479;0,00637016118199851;0,005149729166906;0,00717509595961678;0,00479880575945127;0,00578403945315811;0,00561870092140835
0,00824873866443531;0,00819638378330331;0,00812760370135884;0,00813140098977326;0,00607373285747822;0,00714383870788303;0,0078992100447398;0,00767196112991979;0,0085037885279668;0,00795844534774148;0,00796590609737464;0,00873124840189523;0,00856173223516459;0,00696924486486019;0,00630159635500188;NA;0,00627034661220226;0,00729837428558193;0,00958914708250378;0,00610693046687256;0,00768671659618912;0,00786308580149894
0,00744329839323511;0,00770918132797214;0,00632904538373558;0,00756571589135907;0,00595119852481182;0,00652857754562811;0,0055607682876021;0,00695470541881197;0,00683126028014366;0,00570289407086708;0,00643492754140697;0,00832654356215522;0,00613730489052358;0,00620364272345007;0,00639288981896653;0,00630933552501246;NA;0,00596939398939681;0,00919712095134319;0,00693885783714139;0,00663123736372191;0,00507576795465
0,00585878739258991;0,0086525104468439;0,00710872978103106;0,00645402961703213;0,00677860619625505;0,00564196473992219;0,00571481778038405;0,00727047462987858;0,00582212955788514;0,00606216677586636;0,00498554372432462;0,00561007404372079;0,00678474928768567;0,00569820816709246;0,00516934263518341;0,00732763113205592;0,00595892353142262;NA;0,00858169408672024;0,00608822137780667;0,00532493636847065;0,00522792043209183
0,00817785989034253;0,0104088954920899;0,0115762648573795;0,0100478653708699;0,00949424081227709;0,00974755168909922;0,00848095980752524;0,0102302420859113;0,00726301492994925;0,00946834220617069;0,00901288311382219;0,00981389973828709;0,0104662326947957;0,00993073011211543;0,00727233775841248;0,00978849010447406;0,00941722467147625;0,00871619909967441;NA;0,00703696079402468;0,00926813547270136;0,00791383682327013
0,00704353551968945;0,00769072834005147;0,00858736364031886;0,00698798112376501;0,00600180446476211;0,00693432692625714;0,00756243319382763;0,00778585370438335;0,00678351977333165;0,00708977728846595;0,006819750215034;0,00726285611312839;0,00729224300014104;0,00609977061804037;0,00479965511818072;0,00610284042667905;0,00690826660226865;0,00607856840846779;0,00690868520655087;NA;0,0062353833818678;0,0066976821208988
0,00568239195159042;0,00680434482675188;0,00667760092999499;0,00495539173806954;0,00753284112561893;0,00630169226922245;0,0074093708875296;0,0052175282639695;0,00721411639580548;0,00723685583982056;0,00404356724468612;0,00529777371724047;0,00716264915943312;0,00516872272206526;0,00573838527842029;0,00765220284181269;0,00650480954532074;0,00531005102676737;0,00909173564320755;0,00624124061800463;NA;0,00706260358943287
0,00741466246150639;0,00931826496653289;0,00782564795909347;0,00796150770744895;0,00696320722944182;0,00672933294182947;0,00532222299955755;0,00825445226913415;0,0057469882408719;0,00651230352295444;0,00667258828170371;0,00829705264479533;0,00702399287782988;0,00724720203779957;0,0056571548466546;0,00791450022887762;0,00509685694559254;0,00526126628426366;0,00783202783016961;0,00674055848065541;0,00720412428959223;NA
0,00482881193539457;0,00584955549248529;0,00525206487481215;0,00440921863189787;0,00510331507804307;0,00445913915941227;0,00520586940773885;0,00481128029694891;0,0048166856158163;0,0048191022988798;0,00382011412246288;0,00515688135410344;0,0051210948806996;0,00397540927255029;0,00439867018147632;0,00576778642489439;0,00432761943753009;0,00382013129209933;0,00746363434052152;0,00461368697434254;0,0040502620860276;0,00479563173350846
